Symbol,Original Name,Hebrew Name,Short Name,Sector,Type,Needs Review
HRL-F24.TA,Harel Index Funds Ltd. - Harel Sal Tel Bond Shekel 50,"הראל מדד Funds Ltd. - הראל סל Tel אג""ח Shekel 50",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-F25.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P 500,הראל מדד Funds Ltd. - הראל סל (4D) S&P 500,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F26.TA,Harel Index Funds Ltd. - Harel Sal (4D) NASDAQ 100,"הראל מדד Funds Ltd. - הראל סל (4D) נאסד""ק 100",הראל מדד Funds Ltd. - הראל סל,מניות - טכנולוגיה,ETF,No
HRL-F28.TA,Harel Index Funds Ltd. - Harel Sal (4D) MSCI Emerging Markets,הראל מדד Funds Ltd. - הראל סל (4D) שווקים מתפתחיםerging Markets,הראל מדד Funds Ltd. - הראל סל,מניות - שווקים מתפתחים,ETF,No
HRL-F3.TA,Harel Sal Tel-Bond 20 (00A),"הראל סל Tel-אג""ח 20 (00A)","הראל סל Tel-אג""ח 20","אג""ח",ETF,No
HRL-F300.TA,Harel Index Funds Ltd. - Harel Sal Tel Bond Shekel 50,"הראל מדד Funds Ltd. - הראל סל Tel אג""ח Shekel 50",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-F301.TA,Harel Index Funds Ltd. - Harel Sal Tel Bond Global,"הראל מדד Funds Ltd. - הראל סל Tel אג""ח Global",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-F303.TA,Harel Index Funds Ltd. - Harel Sal Tel Bond Shekel Bank & Insurance,"הראל מדד Funds Ltd. - הראל סל Tel אג""ח Shekel Bank & Insurance",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-F4.TA,Harel Sal Tel-Bond 60 (00A),"הראל סל Tel-אג""ח 60 (00A)","הראל סל Tel-אג""ח 60","אג""ח",ETF,No
HRL-F49.TA,Harel Index Funds Ltd. - Harel Sal (4A) NASDAQ 100 Currency-Hedged,"הראל מדד Funds Ltd. - הראל סל (4A) נאסד""ק 100 Currency-Hedged",הראל מדד Funds Ltd. - הראל סל,מניות - טכנולוגיה,ETF,No
HRL-F50.TA,Harel Sal S&P Industrial US (4Da'),הראל סל S&P Industrial US (4Da'),הראל סל S&P Industrial US,"מניות - ארה""ב",ETF,No
HRL-F53.TA,Harel Index Funds Ltd. - Harel Sal (4A) DAX 30 Currency-Hedged,הראל מדד Funds Ltd. - הראל סל (4A) DAX 30 Currency-Hedged,הראל מדד Funds Ltd. - הראל סל,מניות - ישראל,ETF,No
HRL-F61.TA,Harel Sal Tel Bond-CPI Linked (00A),"הראל סל Tel אג""ח-CPI Linked (00A)","הראל סל Tel אג""ח-CPI Linked","אג""ח",ETF,No
HRL-F64.TA,Harel Index Funds Ltd. - Harel Sal (4D) DJ Industrial Average,הראל מדד Funds Ltd. - הראל סל (4D) DJ Industrial Average,הראל מדד Funds Ltd. - הראל סל,מניות - ישראל,ETF,No
HRL-F65.TA,Harel Index Funds Ltd. - Harel Sal (4D) EURO STOXX 50,הראל מדד Funds Ltd. - הראל סל (4D) EURO STOXX 50,הראל מדד Funds Ltd. - הראל סל,מניות - ישראל,ETF,Yes
HRL-F67.TA,Harel Index Funds Ltd. - Harel Sal (4A) NIKKEI 225 Currency-Hedged,הראל מדד Funds Ltd. - הראל סל (4A) NIKKEI 225 Currency-Hedged,הראל מדד Funds Ltd. - הראל סל,מניות - ישראל,ETF,Yes
HRL-F68.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P Industrial,הראל מדד Funds Ltd. - הראל סל (4D) S&P Industrial,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F69.TA,Harel Index Funds Ltd. - Harel Sal Tel Bond Yields,"הראל מדד Funds Ltd. - הראל סל Tel אג""ח Yields",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-F7.TA,Harel Index Funds Ltd. - Harel Sal (4A) TA 35,"הראל מדד Funds Ltd. - הראל סל (4A) ת""א 35",הראל מדד Funds Ltd. - הראל סל,מניות - תל אביב 35,ETF,No
HRL-F72.TA,Harel Index Funds Ltd. - Harel Sal (4D) MSCI Emerging Markets,הראל מדד Funds Ltd. - הראל סל (4D) שווקים מתפתחיםerging Markets,הראל מדד Funds Ltd. - הראל סל,מניות - שווקים מתפתחים,ETF,No
HRL-F73.TA,Harel Sal China HSI (4DA),הראל סל China HSI (4DA),הראל סל China HSI,מניות - ישראל,ETF,No
HRL-F74.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P Health Care,הראל מדד Funds Ltd. - הראל סל (4D) S&P Health Care,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F75.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P Financial,הראל מדד Funds Ltd. - הראל סל (4D) S&P Financial,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F76.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P Consumer Staples,הראל מדד Funds Ltd. - הראל סל (4D) S&P Consumer Staples,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F77.TA,Harel Index Funds - KSM Stoxx ERP 600 Automobile ETF,הראל מדד Funds - קסם Stoxx ERP 600 Automobile קרן סל,הראל מדד Funds - קסם Stoxx ERP,מניות - ישראל,ETF,No
HRL-F80.TA,Harel Sal STOXX Europe 600 (4Da'),הראל סל STOXX אירופה 600 (4Da'),הראל סל STOXX אירופה 600,מניות - אירופה,ETF,Yes
HRL-F81.TA,Harel Index Funds Ltd. - Harel Sal (4A) S&P Financial Currency-Hedged,הראל מדד Funds Ltd. - הראל סל (4A) S&P Financial Currency-Hedged,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F82.TA,Harel Sal S&P 500 Low Volatility ILS (40a'),הראל סל S&P 500 Low Volatility ILS (40a'),הראל סל S&P 500 Low Volatility,"מניות - ארה""ב",ETF,No
HRL-F87.TA,Harel Sal US S&P Technology (4Da'),הראל סל US S&P Technology (4Da'),הראל סל US S&P Technology,"מניות - ארה""ב",ETF,No
HRL-F95.TA,Harel Index Funds Ltd. - Harel Sal (4A) S&P 500 Equal Weight Currency-Hedged,הראל מדד Funds Ltd. - הראל סל (4A) S&P 500 Equal Weight Currency-Hedged,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-F96.TA,Harel Index Funds Ltd. - Harel Sal (4D) S&P Energy,הראל מדד Funds Ltd. - הראל סל (4D) S&P Energy,הראל מדד Funds Ltd. - הראל סל,"מניות - ארה""ב",ETF,No
HRL-FK41.TA,Harel Index Funds Ltd. - Harel Sal Kosher Tel Bond 60,"הראל מדד Funds Ltd. - הראל סל Kosher Tel אג""ח 60",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-FK42.TA,Harel Index Funds Ltd. - Harel Sal Kosher Tel Bond Shekel,"הראל מדד Funds Ltd. - הראל סל Kosher Tel אג""ח Shekel",הראל מדד Funds Ltd. - הראל סל,"אג""ח",ETF,No
HRL-FK43.TA,Harel Index Funds Ltd. - Harel Sal (4A) Kosher TA 125,"הראל מדד Funds Ltd. - הראל סל (4A) Kosher ת""א 125",הראל מדד Funds Ltd. - הראל סל,מניות - תל אביב 125,ETF,No
HROD.TA,Panaxia Labs Israel Ltd,Panaxia Labs Israel Ltd,,מניות - ישראל,Stock,Yes
HRON.TA,Hiron-Trade Investments & Industrial Buildings Ltd,Hiron-Trade Investments & Industrial Buildings Ltd,Hiron-Trade Investments & Indu,מניות - ישראל,Stock,Yes
HRS&P-25.TA,SPX/HAREL SAL S25,S&P 500/הראל סל S25,,מניות - ישראל,ETF,No
HRS&P-48.TA,SPTAE/HAREL SAL S48,SPTAE/הראל סל S48,,מניות - ישראל,ETF,Yes
HRS&P-58.TA,BSKT/HRL SAL S58,BSKT/HRL סל S58,,מניות - ישראל,ETF,Yes
IARG.TA,Iargento Hi Tech Assets Limited Partnership,Iargento Hi Tech Assets Limited Partnership,Iargento Hi Tech Assets Limite,מניות - ישראל,Stock,Yes
IBI.TA,IBI Inv House,אי.בי.אי Inv House,,מניות - ישראל,Stock,No
IBI-F35.TA,Psagot Index Funds Ltd. - Psagot ETF (4A) TA-Banks5,פסגות מדד Funds Ltd. - פסגות קרן סל (4A) TA-Banks5,פסגות מדד Funds Ltd. - פסגות ק,מניות - ישראל,ETF,No
IBITEC-F.TA,I.B.I Mutual Funds Management (1978) Ltd. - I.B.I. (5D) Tech Fund-High Tech,I.B.I Mutual Funds Management (1978) Ltd. - I.B.I. (5D) Tech קרן-High Tech,I.B.I Mutual Funds Management,מניות - ישראל,Stock,No
IBLD.TA,Mivne Real Estate (K.D) Ltd,Mivne Real Estate (K.D) Ltd,Mivne Real Estate,מניות - ישראל,Stock,Yes
ICB.TA,Israel China Biotechnology (ICB) Ltd,Israel China Biotechnology (ICB) Ltd,Israel China Biotechnology,מניות - ישראל,Stock,Yes
ICL.TA,ICL Israel Chemicals Ltd,ICL Israel Chemicals Ltd,,מניות - ישראל,Stock,Yes
ICON.TA,Icon Group,Icon Group,,מניות - ישראל,Stock,Yes
IDIN.TA,IDI Insurance Company Ltd,IDI Insurance Company Ltd,,ביטוח,Stock,Yes
IDMO.TA,Idomoo Ltd,Idomoo Ltd,,מניות - ישראל,Stock,Yes
IDNT.TA,Identi Healthcare Ltd,Identi Healthcare Ltd,,מניות - ישראל,Stock,Yes
IES.TA,I.E.S Holdings Ltd,I.E.S Holdings Ltd,,מניות - ישראל,Stock,Yes
IGLD.TA,Internet Gold Golden Lines Ltd,Internet זהב זהבen Lines Ltd,,מניות - ישראל,Stock,No
ILCO.TA,Israel Corp,Israel Corp,,מניות - ישראל,Stock,Yes
ILDA.TA,The Israel Land Development Company Ltd,The Israel Land Development Company Ltd,The Israel Land Development Co,מניות - ישראל,Stock,Yes
ILDC.TA,Israel Land Development Company Co Ltd,Israel Land Development Company Co Ltd,Israel Land Development Compan,מניות - ישראל,Stock,Yes
ILDR.TA,Israel Land Development Urban Renewal Ltd,Israel Land Development Urban Renewal Ltd,Israel Land Development Urban,מניות - ישראל,Stock,Yes
ILX.TA,Ilex Medical,Ilex Medical,,מניות - ישראל,Stock,Yes
IMCO.TA,IMCO Industries Ltd,IMCO Industries Ltd,,מניות - ישראל,Stock,Yes
IMED.TA,Imed Infinity Medical-Limited Partnership,Imed Infinity Medical-Limited Partnership,Imed Infinity Medical-Limited,מניות - ישראל,Stock,Yes
IN-FF1.TA,Invesco Markets plc - Invesco S&P 500 UCITS ETF,Invesco Markets plc - Invesco S&P 500 UCITS קרן סל,Invesco Markets plc - Invesco,"מניות - ארה""ב",ETF,Yes
IN-FF12.TA,INVESCO MARKETS PL,INVESCO MARKETS PL,,מניות - ישראל,ETF,Yes
IN-FF15.TA,INVESCO MARKETS PL,INVESCO MARKETS PL,,מניות - ישראל,ETF,Yes
IN-FF17.TA,INVESCO MARKETS II,INVESCO MARKETS II,,מניות - ישראל,ETF,Yes
IN-FF7.TA,Invesco MSCI World UCITS ETF,Invesco MSCI World UCITS קרן סל,Invesco MSCI World UCITS קרן ס,מניות - בינלאומי,ETF,Yes
INBR.TA,Inbar Group Finance Ltd,Inbar Group Finance Ltd,,מניות - ישראל,Stock,Yes
INCR.TA,Intercure,Intercure,,מניות - ישראל,Stock,Yes
ININ.TA,Inter Industries,Inter Industries,,מניות - ישראל,Stock,Yes
INRM.TA,Inrom Construction Industries Ltd,Inrom Construction Industries Ltd,Inrom Construction Industries,מניות - ישראל,Stock,Yes
INSL.TA,Insuline Medical Ltd,Insuline Medical Ltd,,מניות - ישראל,Stock,Yes
INTL.TA,Intelicanna Ltd,Intelicanna Ltd,,מניות - ישראל,Stock,Yes
INTR.TA,Intergama,Intergama,,מניות - ישראל,Stock,Yes
IS-FF102.TA,iShares $ Treasury Bond 1-3 UCITS Acc,"iShares $ Treasury אג""ח 1-3 UCITS Acc","iShares $ Treasury אג""ח 1-3 UC","אג""ח",ETF,Yes
IS-FF402.TA,iShares Healthcare Innovation UCITS ETF,iShares Healthcare Innovation UCITS קרן סל,iShares Healthcare Innovation,מניות - ישראל,ETF,Yes
IS-FF501.TA,ISHARES V PLC,ISHARES V PLC,,מניות - ישראל,ETF,Yes
IS-FF502.TA,iShares S&P 500 USD Health Care Sector UCITS,iShares S&P 500 USD Health Care Sector UCITS,iShares S&P 500 USD Health Car,"מניות - ארה""ב",ETF,Yes
IS-FF505.TA,ISHARES V PLC,ISHARES V PLC,,מניות - ישראל,ETF,Yes
IS-FF701.TA,iShares NASDAQ 100 UCITS ETF USD (Acc),"iShares נאסד""ק 100 UCITS קרן סל USD (Acc)","iShares נאסד""ק 100 UCITS קרן ס",מניות - טכנולוגיה,ETF,Yes
IS-FF702.TA,iShares Core S&P 500 UCITS ETF USD (Acc),iShares Core S&P 500 UCITS קרן סל USD (Acc),iShares Core S&P 500 UCITS קרן,"מניות - ארה""ב",ETF,Yes
ISCD.TA,Isracard Ltd,Isracard Ltd,,מניות - ישראל,Stock,Yes
ISCN.TA,Israel Canada,Israel Canada,,מניות - ישראל,Stock,Yes
ISFF101.TA,iShares Core MSCI Emerging Markets IMI UCITS,iShares Core שווקים מתפתחיםerging Markets IMI UCITS,iShares Core שווקים מתפתחיםerg,מניות - שווקים מתפתחים,ETF,Yes
ISFF301.TA,iShares Core MSCI Europe UCITS ETF EUR (Acc),iShares Core MSCI אירופה UCITS קרן סל EUR (Acc),iShares Core MSCI אירופה UCITS,מניות - אירופה,ETF,Yes
ISFF505.TA,iShares MSCI ACWI UCITS,iShares MSCI ACWI UCITS,,מניות - בינלאומי,ETF,Yes
ISHI.TA,Israel Shipyards Ltd,Israel Shipyards Ltd,,מניות - ישראל,Stock,Yes
ISHO.TA,ISRAS HOLDINGS LTD,ISRAS HOLDINGS LTD,,מניות - ישראל,Stock,Yes
ISI.TA,Imagesat International ISI Ltd,Imagesat International ISI Ltd,,מניות - ישראל,Stock,Yes
ISOP.TA,Israel Op L,Israel Op L,,מניות - ישראל,Stock,Yes
ISOP-L.TA,Israel Opportunity - Energy Resources LP,Israel Opportunity - Energy Resources LP,Israel Opportunity - Energy Re,מניות - ישראל,Stock,Yes
ISRA.TA,Isramco Negev 2 Limited Partnership,Isramco Negev 2 Limited Partnership,Isramco Negev 2 Limited Partne,מניות - ישראל,Stock,Yes
ISRG.TA,Israir Group Ltd,Israir Group Ltd,,מניות - ישראל,Stock,Yes
ISRO.TA,Isrotel -L,Isrotel -L,,מניות - ישראל,Stock,Yes
ISRS.TA,Isras Investment Company Ltd,Isras Investment Company Ltd,,מניות - ישראל,Stock,Yes
ISTA.TA,Issta Lines Ltd,Issta Lines Ltd,,מניות - ישראל,Stock,Yes
ITYF.TA,Itay Financial A.A Investments Ltd,Itay Financial A.A Investments Ltd,Itay Financial A.A Investments,מניות - ישראל,Stock,Yes
JBNK.TA,Jerusalem,Jerusalem,,מניות - ישראל,Stock,Yes
JCFN.TA,Jacob Finance And Investments Ltd,Jacob Finance And Investments Ltd,Jacob Finance And Investments,מניות - ישראל,Stock,Yes
JNGO.TA,Jungo Connectivity Ltd,Jungo Connectivity Ltd,,מניות - ישראל,Stock,Yes
KAFR.TA,Kafrit,Kafrit,,מניות - ישראל,Stock,Yes
KARE.TA,Kardan Real Estate Enterprise and Development Ltd,Kardan Real Estate Enterprise and Development Ltd,Kardan Real Estate Enterprise,מניות - ישראל,Stock,Yes
KEN.TA,Kenon Holdings,Kenon Holdings,,מניות - ישראל,Stock,Yes
KLIL.TA,Klil Industries Ltd,Klil Industries Ltd,,מניות - ישראל,Stock,Yes
KMDA.TA,Kamada,Kamada,,מניות - ישראל,Stock,Yes
KNFM.TA,Knafaim,Knafaim,,מניות - ישראל,Stock,Yes
KRDI.TA,Kardan Israel Ltd,Kardan Israel Ltd,,מניות - ישראל,Stock,Yes
KRNV.TA,Kardan NV,Kardan NV,,מניות - ישראל,Stock,Yes
KRUR.TA,Kerur Holdings Ltd,Kerur Holdings Ltd,,מניות - ישראל,Stock,Yes
KSM-F1.TA,KSM Mutual Funds Ltd. - Tel Bond CPI Linked 3-5 Fund,"קסם Mutual Funds Ltd. - Tel אג""ח CPI Linked 3-5 קרן",קסם Mutual Funds Ltd. - Tel אג,"אג""ח",ETF,No
KSM-F10.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) ISE Clean Edge Water,קסם Mutual Funds Ltd. - קסם קרן סל (4D) ISE Clean Edge Water,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F103.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F106.TA,KSM Mutual Funds Ltd. - KSM ETF (0D) iBoxx US Liquid Investment Grade Top 30,קסם Mutual Funds Ltd. - קסם קרן סל (0D) iBoxx US Liquid Investment Grade Top 30,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F107.TA,KSM - Tel Bond CPI Linked,"קסם - Tel אג""ח CPI Linked",,"אג""ח",ETF,No
KSM-F108.TA,KSM - Tel Bond CPI Linked Small Cap,"קסם - Tel אג""ח CPI Linked Small Cap","קסם - Tel אג""ח CPI Linked Smal","אג""ח",ETF,No
KSM-F109.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Homebuilders,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Homebuilders,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F110.TA,KSM - Tel Bond Yields,"קסם - Tel אג""ח Yields",,"אג""ח",ETF,No
KSM-F111.TA,KSM Mutual Funds Ltd. - KSM ETF (6D) Leveraged S&P 500 x3 Monthly,קסם Mutual Funds Ltd. - קסם קרן סל (6D) Leveraged S&P 500 x3 Monthly,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F112.TA,KSM Mutual Funds Ltd. - KSM ETF (6D) Leveraged NASDAQ 100 x3 Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (6D) Leveraged נאסד""ק 100 x3 Monthly",קסם Mutual Funds Ltd. - קסם קר,מניות - טכנולוגיה,ETF,No
KSM-F113.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F114.TA,KSM Mutual Funds Ltd. - KSM ETF (6D) Short Leveraged S&P 500 x3 Monthly,קסם Mutual Funds Ltd. - קסם קרן סל (6D) Short Leveraged S&P 500 x3 Monthly,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F115.TA,KSM Mutual Funds Ltd. - KSM ETF (6D) Short Leveraged NASDAQ 100 x3 Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (6D) Short Leveraged נאסד""ק 100 x3 Monthly",קסם Mutual Funds Ltd. - קסם קר,מניות - טכנולוגיה,ETF,No
KSM-F116.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F117.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) S&P SmallCap 600 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) S&P SmallCap 600 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F118.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F119.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Composite US Equity Monthly Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Composite US Equity Monthly Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F12.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Energy,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Energy,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F120.TA,Ksm Mutual Funds Limited - KSM US BuyBack (PR) ILS (40a) Fund,קסם Mutual Funds Limited - קסם US BuyBack (PR) ILS (40a) קרן,קסם Mutual Funds Limited - קסם,מניות - ישראל,ETF,No
KSM-F121.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) STOXX Europe 600 Euro Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) STOXX אירופה 600 Euro Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - אירופה,ETF,Yes
KSM-F122.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) STOXX Europe 600,קסם Mutual Funds Ltd. - קסם קרן סל (4D) STOXX אירופה 600,קסם Mutual Funds Ltd. - קסם קר,מניות - אירופה,ETF,Yes
KSM-F123.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) NASDAQ US BuyBack Achievers,"קסם Mutual Funds Ltd. - קסם קרן סל (4D) נאסד""ק US BuyBack Achievers",קסם Mutual Funds Ltd. - קסם קר,מניות - טכנולוגיה,ETF,No
KSM-F124.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) STOXX Europe MID 200 Euro Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) STOXX אירופה MID 200 Euro Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - אירופה,ETF,Yes
KSM-F125.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Composite Euro Equity Monthly Euro Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Composite Euro Equity Monthly Euro Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F126.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Tel Bond-CPI Linked Bank,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Tel אג""ח-CPI Linked Bank",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F127.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) STOXX Europe 600 Banks Euro Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) STOXX אירופה 600 Banks Euro Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - אירופה,ETF,Yes
KSM-F128.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) MDAX,קסם Mutual Funds Ltd. - קסם קרן סל (4D) MDAX,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F129.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) MDAX Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) MDAX Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F13.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Tel-Div,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Tel-Div,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F130.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) STOXX Europe 600 Health Care,קסם Mutual Funds Ltd. - קסם קרן סל (4D) STOXX אירופה 600 Health Care,קסם Mutual Funds Ltd. - קסם קר,מניות - אירופה,ETF,Yes
KSM-F132.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) DJ Industrial Average,קסם Mutual Funds Ltd. - קסם קרן סל (4D) DJ Industrial Average,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F133.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Industrial,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Industrial,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F134.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Consumer Discretionary,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Consumer Discretionary,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F135.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) Swiss Market,קסם Mutual Funds Ltd. - קסם קרן סל (4D) Swiss Market,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F136.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) FTSE 250 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) FTSE 250 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F138.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) FTSE 100 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) FTSE 100 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F139.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) DJ Internet Composite Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) DJ Internet Composite Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F14.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) Bloomberg Brent Crude,קסם Mutual Funds Ltd. - קסם קרן סל (4D) Bloomberg Brent Crude,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F140.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Composite MidCap Equity Monthly Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Composite MidCap Equity Monthly Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F141.TA,KSM Mutual Funds Ltd. - KSM ETF (2A) Comp Gov Bond (55%) Cor Bond (30%) Equity (15%) Monthly CurrHed,"קסם Mutual Funds Ltd. - קסם קרן סל (2A) Comp Gov אג""ח (55%) Cor אג""ח (30%) Equity (15%) Monthly CurrHed",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F142.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P 500 Low Volatility High Dividend,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P 500 Low Volatility High Dividend,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F143.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) MSCI World Dollar Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) MSCI World Dollar Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - בינלאומי,ETF,No
KSM-F144.TA,KSM Mutual Funds Ltd. - KSM Tel Bond Composite Fund,"קסם Mutual Funds Ltd. - קסם Tel אג""ח Composite קרן",קסם Mutual Funds Ltd. - קסם Te,"אג""ח",ETF,No
KSM-F145.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) DJ US Dividend Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) DJ US Dividend Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F148.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Short Tel Bond-Yields (529.6),"קסם Mutual Funds Ltd. - קסם קרן סל (00) Short Tel אג""ח-Yields (529.6)",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
